Mean ,SD,Variance,Kurtosis,Median,Mode,sum,Skewness ,max,min,range,RMS, Impulse Factor,Shape factor,k factor,Std error,count,condition 
0.009797,0.378187,0.143025,3.989343,0.012151,0.008487,117.566793,-0.133351,1.925549,-1.947304,3.872853,0.378298,196.540075,38.612711,0.728431,0.003452,12000,C
0.014411,0.623034,0.388171,14.878606,0.015186,0.080829,172.934361,0.679571,6.591312,-4.731267,11.32258,0.623175,457.374391,43.242394,4.107539,0.005687,12000,D
0.013502,0.587065,0.344646,24.626999,0.010009,-0.007448,162.020346,0.103525,6.179059,-6.071449,12.250508,0.587196,457.650561,43.490543,3.628319,0.005359,12000,D
0.01406,0.564064,0.318169,17.979853,0.016941,0.023849,168.715781,0.625589,8.114057,-5.258188,13.372245,0.564216,577.116636,40.130164,4.578081,0.005149,12000,D
0.01284,0.531012,0.281974,14.363461,0.017834,-0.064551,154.081068,0.268261,5.494389,-4.705501,10.19989,0.531145,427.908927,41.366162,2.918318,0.004847,12000,D
0.012889,0.5419,0.293655,15.672421,0.014739,-0.063709,154.669815,0.162431,5.368416,-5.388267,10.756683,0.54203,416.50653,42.053223,2.909844,0.004947,12000,D
0.012863,0.516408,0.266678,18.901682,0.015126,0.11585,154.355924,0.084873,5.413045,-4.872771,10.285816,0.516547,420.823091,40.157609,2.796092,0.004714,12000,D
0.012357,0.577355,0.333338,24.72792,0.011199,-0.090223,148.286665,0.400023,6.97661,-7.29982,14.27643,0.577463,564.577552,46.730791,4.028733,0.005271,12000,D
0.012387,0.599211,0.359054,31.121064,0.01712,0.079908,148.646494,0.450171,7.947263,-7.038175,14.985438,0.599314,641.570183,48.381682,4.762906,0.00547,12000,D
0.012441,0.631572,0.398883,30.832046,0.013073,0.049787,149.288141,0.524093,7.402372,-7.757596,15.159968,0.631668,595.013507,50.774413,4.675842,0.005765,12000,D
0.014115,0.56487,0.319079,18.681024,0.016882,-0.02438,169.383789,0.460945,6.362276,-5.802782,12.165058,0.565023,450.735635,40.029088,3.594834,0.005157,12000,D
0.014817,0.524686,0.275295,18.593835,0.014888,0.022814,177.799051,0.265643,6.030949,-5.635334,11.666283,0.524873,407.040379,35.424692,3.165483,0.00479,12000,D
0.016288,0.582076,0.338812,15.550528,0.01712,0.018386,195.450274,0.549662,6.35329,-5.270387,11.623677,0.58228,390.071011,35.750036,3.699391,0.005314,12000,D
0.016285,0.584926,0.342138,18.539211,0.01828,-0.023626,195.423497,0.560057,7.598204,-6.134822,13.733027,0.585128,466.568513,35.929842,4.445922,0.00534,12000,D
0.016324,0.544507,0.296488,14.34823,0.018637,0.024776,195.886033,0.325165,6.263378,-4.778396,11.041773,0.544729,383.695213,33.370179,3.411846,0.004971,12000,D
0.016205,0.58032,0.336771,16.152677,0.018399,-0.030986,194.465756,0.350813,5.526819,-4.670988,10.197807,0.580522,341.046318,35.822565,3.208439,0.005298,12000,D
0.015874,0.537944,0.289383,17.24432,0.016495,0.043991,190.493053,0.135027,5.034054,-6.179571,11.213625,0.538155,317.117359,33.900787,2.709103,0.004911,12000,D
0.015697,0.542811,0.294644,15.10623,0.016584,0.097111,188.362698,0.456246,6.119256,-4.930551,11.049807,0.543015,389.838684,34.593798,3.322848,0.004955,12000,D
0.014555,0.568233,0.322888,20.366617,0.014204,-0.009632,174.656032,0.706915,8.001413,-6.177428,14.178842,0.568395,549.748879,39.052439,4.547966,0.005187,12000,D
0.012535,0.593009,0.351659,14.15031,0.015929,0.109565,150.418269,0.432497,6.655995,-4.534483,11.190477,0.593116,530.998911,47.317363,3.947779,0.005413,12000,D
0.010654,0.519177,0.269544,19.560066,0.012567,0.029634,127.851419,0.98322,7.211121,-4.098308,11.309429,0.519264,676.828265,48.737613,3.744479,0.004739,12000,D
0.008524,0.553989,0.306903,12.655258,0.013341,0.086989,102.289243,0.175865,5.07434,-5.208858,10.283198,0.554031,595.293058,64.99581,2.811342,0.005057,12000,D
0.008135,0.605207,0.366276,13.615231,0.009652,0.055257,97.615982,0.394244,5.897955,-5.230994,11.128949,0.605237,725.039644,74.402173,3.569659,0.005525,12000,D
0.009833,0.54697,0.299177,16.518111,0.010395,-0.026802,118.000172,0.154735,5.392337,-5.555418,10.947755,0.547036,548.372442,55.6307,2.949802,0.004993,12000,D
0.011319,0.654887,0.428877,19.697837,0.010038,-0.03154,135.825805,0.626022,6.819397,-7.306247,14.125644,0.654957,602.483165,57.864456,4.466413,0.005978,12000,D
0.011687,0.647209,0.418879,19.39991,0.00742,-0.085556,140.241348,0.457715,7.446584,-6.373856,13.82044,0.647287,637.180208,55.386278,4.820079,0.005908,12000,D
0.012859,0.563631,0.317679,18.972485,0.014591,0.110233,154.30582,0.211248,6.289679,-5.260687,11.550366,0.563754,489.133526,43.841805,3.545831,0.005145,12000,D
0.013675,0.714633,0.5107,14.974975,0.008967,-0.024986,164.101311,0.642754,7.1559,-5.553633,12.709533,0.714734,523.279191,52.26531,5.114564,0.006524,12000,D
0.013318,0.55643,0.309615,25.210058,0.014501,0.05308,159.817989,0.477404,7.157031,-6.637049,13.794079,0.556567,537.388619,41.790038,3.983365,0.005079,12000,D
0.014024,0.590486,0.348674,25.407086,0.011764,-0.070463,168.286389,0.218908,7.707694,-6.830917,14.538612,0.590628,549.612663,42.115924,4.552381,0.00539,12000,D
0.014386,0.580765,0.337287,31.34529,0.01221,-0.064279,172.629395,0.599757,9.290301,-7.564798,16.8551,0.580919,645.797411,40.381433,5.396908,0.005302,12000,D
0.013143,0.596526,0.355843,24.043474,0.0087,0.057866,157.713876,0.293605,6.934183,-6.163564,13.097746,0.596646,527.602233,45.397087,4.137252,0.005446,12000,D
0.013077,0.573274,0.328643,23.2719,0.016703,0.053019,156.923406,0.181855,6.991427,-7.02556,14.016987,0.573399,534.637417,43.848097,4.00888,0.005233,12000,D
0.012496,0.696565,0.485203,12.555064,0.011615,0.029416,149.953174,0.554125,6.197743,-4.529782,10.727525,0.696648,495.974287,55.749232,4.317645,0.006359,12000,D
0.014137,0.82399,0.67896,15.504257,0.012389,0.055658,169.645018,0.766945,8.5998,-5.522749,14.122549,0.824077,608.31495,58.291865,7.086898,0.007522,12000,D
0.014435,0.758896,0.575923,13.164361,0.010901,-0.042296,173.217666,0.710664,6.50497,-4.498839,11.003809,0.759001,450.64479,52.581331,4.937281,0.006928,12000,D
0.012685,0.626031,0.391915,15.181769,0.016019,0.00678,152.216167,0.533951,6.670514,-5.123706,11.79422,0.626134,525.871665,49.361425,4.176635,0.005715,12000,D
0.013626,0.709177,0.502933,17.93564,0.012538,0.035161,163.516253,0.663571,6.959651,-5.983322,12.942973,0.709279,510.749308,52.05198,4.936333,0.006474,12000,D
0.011787,0.592551,0.351116,14.783478,0.017536,0.024313,141.441038,0.557095,6.643737,-4.481344,11.125081,0.592643,563.661303,50.280438,3.937365,0.005409,12000,D
0.009512,0.690258,0.476456,14.263154,0.006468,-0.042,114.149395,0.632471,7.621887,-5.478775,13.100662,0.690295,801.253904,72.567525,5.26135,0.006301,12000,D
0.008818,0.625778,0.391598,15.033914,0.011615,0.004321,105.819166,0.562432,6.650104,-5.543993,12.194096,0.625814,754.128458,70.967947,4.161729,0.005713,12000,D
0.01039,0.579151,0.335416,14.65497,0.01221,-0.09467,124.675791,0.755,6.427077,-4.17739,10.604468,0.579221,618.603871,55.749766,3.722695,0.005287,12000,D
0.011203,0.597823,0.357393,16.42688,0.01465,-0.019959,134.434746,0.29115,6.548587,-6.205872,12.754459,0.597903,584.544184,53.370437,3.915423,0.005457,12000,D
0.012118,0.566042,0.320404,12.411476,0.012567,0.019032,145.418799,0.515544,6.24267,-3.877066,10.119736,0.566149,515.146863,46.718737,3.534278,0.005167,12000,D
0.012212,0.686804,0.4717,12.564727,0.0134,-0.039938,146.54607,0.427679,6.043565,-5.118826,11.162391,0.686884,494.88038,56.245876,4.15123,0.00627,12000,D
0.010174,0.755188,0.570309,13.764921,0.008997,0.074915,122.087423,0.63547,6.799224,-5.769578,12.568802,0.755225,668.297281,74.231239,5.134945,0.006894,12000,D
0.011722,0.580138,0.33656,14.78034,0.012716,-0.024085,140.658779,0.391243,6.041422,-5.295974,11.337396,0.580232,515.410906,49.501257,3.505428,0.005296,12000,D
0.012338,0.876043,0.767451,13.121311,0.006022,-0.046066,148.052035,0.643288,7.818612,-5.399335,13.217947,0.876093,633.71874,71.0096,6.849831,0.007997,12000,D
0.012497,0.573812,0.32926,13.843295,0.011377,0.024255,149.967634,0.50603,5.739254,-4.942988,10.682241,0.573924,459.239385,45.92381,3.293894,0.005238,12000,D
0.013746,0.671711,0.451196,13.013242,0.018101,0.108987,164.956048,0.464785,5.603046,-5.276278,10.879323,0.671824,407.602808,48.87293,3.764259,0.006132,12000,D
0.013983,0.728803,0.531155,14.69978,0.013252,0.038839,167.797612,0.682258,7.863063,-4.655695,12.518758,0.728907,562.324784,52.127602,5.731444,0.006653,12000,D
0.0116,0.421122,0.177343,6.964169,0.004296,-0.048699,139.198991,0.179982,3.504288,-3.394715,6.899003,0.421264,302.095998,36.316116,1.47623,0.003844,12000,E
0.011038,0.443952,0.197093,11.577659,0.010217,0.07848,132.45256,-0.077421,3.425265,-4.268493,7.693758,0.44407,310.323781,40.232109,1.521059,0.004053,12000,E
0.011609,0.448896,0.201508,12.206585,0.003136,-0.018761,139.305625,0.23653,5.360263,-4.160134,9.520397,0.449027,461.741305,38.679916,2.406906,0.004098,12000,E
0.011294,0.487602,0.237755,17.115491,0.005189,-0.0442,135.533336,0.194601,5.346696,-5.328345,10.675041,0.487712,473.391683,43.181595,2.607649,0.004451,12000,E
0.010876,0.424194,0.179941,9.665856,0.010723,-0.005866,130.509706,0.029965,4.513084,-4.09444,8.607524,0.424316,414.965384,39.014659,1.914974,0.003872,12000,E
0.010976,0.474348,0.225006,13.113703,0.007361,-0.098731,131.712371,-0.032775,4.327665,-4.798925,9.12659,0.474455,394.283254,43.226499,2.053284,0.00433,12000,E
0.011342,0.44164,0.195046,13.966692,0.009057,-0.053162,136.102624,0.218595,4.967289,-4.595476,9.562765,0.441768,437.959757,38.950112,2.194388,0.004032,12000,E
0.011528,0.481252,0.231604,16.647309,0.017298,0.053512,138.336459,0.364423,5.812029,-4.754058,10.566087,0.48137,504.164603,41.756491,2.797739,0.004393,12000,E
0.011024,0.43283,0.187342,11.570979,0.012032,-0.079462,132.28767,-0.063781,4.292974,-3.879804,8.172777,0.432953,389.421646,39.273729,1.858654,0.003951,12000,E
0.011791,0.472987,0.223717,16.245872,0.013014,0.056972,141.487749,0.360863,6.024285,-3.839042,9.863327,0.473115,510.937647,40.126272,2.850177,0.004318,12000,E
0.011088,0.440983,0.194466,12.168999,0.014769,0.043434,133.052494,0.29273,5.747941,-3.680996,9.428937,0.441104,518.406651,39.783151,2.53544,0.004026,12000,E
0.01078,0.471262,0.222088,13.092916,0.017447,0.036311,129.357205,0.235494,4.882851,-4.009883,8.892734,0.471366,452.964437,43.726926,2.30161,0.004302,12000,E
0.010032,0.484788,0.235019,18.291353,0.007569,-0.072074,120.384615,0.379713,5.907952,-4.676165,10.584117,0.484872,588.907643,48.332257,2.864598,0.004425,12000,E
0.011703,0.445228,0.198228,11.20966,0.014382,-9.98E-06,140.438014,0.06946,5.318491,-4.440226,9.758717,0.445363,454.448801,38.054921,2.36866,0.004064,12000,E
0.011357,0.449626,0.202163,14.820354,0.016286,0.084684,136.280189,0.474186,6.484143,-4.455102,10.939245,0.449751,570.953978,39.602289,2.916247,0.004105,12000,E
0.012002,0.527461,0.278215,13.961887,0.011943,0.004502,144.023098,0.452457,6.366441,-5.096512,11.462953,0.527575,530.451679,43.957542,3.358776,0.004815,12000,E
0.011862,0.477693,0.22819,15.475038,0.011318,0.007449,142.345342,0.511106,5.761747,-4.42285,10.184597,0.47782,485.726894,40.28118,2.753077,0.004361,12000,E
0.012398,0.54448,0.296459,14.058273,0.019916,0.101428,148.779251,0.136954,5.101891,-5.425398,10.527289,0.544599,411.50018,43.925389,2.778484,0.00497,12000,E
0.012318,0.540072,0.291678,14.332274,0.01221,-0.07606,147.811811,0.364744,5.680998,-4.882411,10.563409,0.54019,461.207893,43.854976,3.06882,0.00493,12000,E
0.012429,0.498328,0.248331,19.708942,0.017655,-0.00183,149.151755,0.38091,6.8623,-5.96785,12.83015,0.498462,552.106157,40.103751,3.420596,0.004549,12000,E
0.011229,0.48213,0.232449,15.029788,0.013728,0.111489,134.743877,0.264314,5.708251,-4.752987,10.461238,0.482241,508.364592,42.947309,2.75275,0.004401,12000,E
0.012008,0.464697,0.215943,12.304597,0.016435,-0.039639,144.096409,-0.047504,4.526889,-4.69842,9.22531,0.464833,376.988392,38.71013,2.104246,0.004242,12000,E
0.010468,0.48249,0.232796,16.647763,0.011496,-0.033097,125.621571,0.119708,5.429766,-4.781192,10.210958,0.482583,518.678351,46.098744,2.620313,0.004405,12000,E
0.010684,0.485491,0.235701,22.442638,0.012181,-0.028858,128.212558,0.088391,5.699564,-6.111615,11.811179,0.485588,533.448233,45.448412,2.76764,0.004432,12000,E
0.011624,0.471459,0.222274,16.932237,0.010187,-0.049422,139.485629,0.521948,6.357991,-4.410771,10.768762,0.471583,546.980343,40.570449,2.99832,0.004304,12000,E
0.011887,0.533361,0.284474,19.668465,0.010723,0.020847,142.641441,0.747169,6.760962,-4.198574,10.959537,0.533472,568.779647,44.879381,3.606782,0.004869,12000,E
0.01248,0.546743,0.298928,17.567472,0.012924,-0.058511,149.763173,0.551546,6.220236,-5.092822,11.313059,0.546862,498.405808,43.818175,3.401613,0.004991,12000,E
0.011265,0.475477,0.226078,12.428676,0.010574,0.090831,135.174577,0.081409,5.373593,-4.884196,10.257789,0.47559,477.035792,42.220099,2.555629,0.00434,12000,E
0.011218,0.519185,0.269553,19.257905,0.015543,0.074103,134.61713,0.502488,7.609927,-5.495853,13.10578,0.519285,678.361817,46.289921,3.951719,0.004739,12000,E
0.011205,0.479382,0.229807,12.000113,0.010336,-0.010306,134.457299,0.063258,4.320227,-4.428325,8.748552,0.479493,385.570175,42.793635,2.071519,0.004376,12000,E
0.01076,0.558761,0.312214,24.744347,0.008759,0.01266,129.1243,1.422589,8.322802,-3.98852,12.311322,0.558841,773.468863,51.935178,4.651124,0.005101,12000,E
0.01086,0.502082,0.252086,12.888118,0.013936,-0.021708,130.316076,0.42056,5.512776,-4.459268,9.972044,0.502178,507.637376,46.242475,2.768396,0.004583,12000,E
0.011409,0.470844,0.221694,15.35032,0.010991,0.104737,136.903746,0.209113,5.021439,-4.714606,9.736045,0.470962,440.143338,41.281158,2.364908,0.004298,12000,E
0.011434,0.462792,0.214176,11.903255,0.012538,-0.006299,137.20889,0.28771,4.641021,-3.886171,8.527192,0.462914,405.893897,40.485476,2.148393,0.004225,12000,E
0.011767,0.544498,0.296478,17.829631,0.014263,-0.08385,141.207895,0.638657,6.810411,-4.585062,11.395474,0.544602,578.756145,46.280886,3.708965,0.004971,12000,E
0.011001,0.539953,0.291549,17.368947,0.015215,0.092827,132.011684,0.719436,7.303712,-4.421303,11.725015,0.540043,663.915023,49.090445,3.944316,0.004929,12000,E
0.010506,0.539511,0.291073,16.422979,0.015781,0.110937,126.068517,0.650147,6.909548,-3.968229,10.877776,0.539591,657.694502,51.361709,3.728331,0.004925,12000,E
0.010252,0.475533,0.226132,15.499857,0.011913,0.026548,123.025705,0.14705,5.690578,-4.896395,10.586973,0.475624,555.062363,46.392603,2.706573,0.004341,12000,E
0.010107,0.446804,0.199634,10.611334,0.012151,0.03081,121.288622,-0.214278,3.807826,-4.314789,8.122614,0.4469,376.736956,44.215183,1.701717,0.004079,12000,E
0.010426,0.493277,0.243322,16.509754,0.018875,0.103355,125.117203,0.098619,5.011799,-4.90425,9.916049,0.493367,480.682048,47.318851,2.472656,0.004503,12000,E
0.010318,0.455978,0.207916,13.912293,0.012448,0.03863,123.816354,0.106403,4.327249,-4.336627,8.663876,0.456076,419.387118,44.201822,1.973553,0.004162,12000,E
0.010657,0.485562,0.235771,14.388674,0.014829,0.061104,127.889086,0.158847,5.28969,-4.483367,9.773057,0.485659,496.338516,45.570037,2.568987,0.004433,12000,E
0.010516,0.564133,0.318246,16.556146,0.013609,0.031946,126.192466,0.617787,8.207183,-4.086407,12.29359,0.564207,780.444342,53.652061,4.630551,0.00515,12000,E
0.01092,0.531711,0.282716,17.353734,0.013698,-0.007747,131.037401,0.529119,7.404216,-3.911758,11.315974,0.531801,678.055243,48.700657,3.937567,0.004854,12000,E
0.010768,0.559209,0.312715,17.495637,0.011586,0.070022,129.214987,0.566021,7.057538,-4.886934,11.944471,0.559289,655.422821,51.940365,3.947206,0.005105,12000,E
0.010835,0.488791,0.238917,16.214132,0.014263,0.075406,130.017894,0.326233,5.733006,-4.841947,10.574953,0.488891,529.127685,45.122152,2.802813,0.004462,12000,E
0.01026,0.455359,0.207352,12.884782,0.012359,0.076294,123.12496,-0.095831,3.848289,-4.822965,8.671254,0.455455,375.061812,44.389567,1.752724,0.004157,12000,E
0.010915,0.609355,0.371313,18.732575,0.013817,0.04487,130.983727,0.962263,7.37857,-4.546146,11.924715,0.609427,675.983471,55.832302,4.496699,0.005563,12000,E
0.011144,0.533788,0.28493,20.315567,0.014115,0.076965,133.728238,0.711676,8.464485,-4.539422,13.003906,0.533882,759.553984,47.907494,4.519037,0.004873,12000,E
0.011425,0.566306,0.320702,13.40595,0.0087,0.014649,137.102138,0.495057,5.586622,-3.938119,9.524741,0.566397,488.974623,49.574495,3.164248,0.00517,12000,E
0.010849,0.395168,0.156158,3.582013,0.011169,-0.025846,130.190043,0.042907,2.095318,-1.726599,3.821917,0.3953,193.13163,36.436004,0.82828,0.003607,12000,F
0.010611,0.394372,0.15553,3.588835,0.008432,-0.057855,127.329199,0.055625,2.481389,-1.715709,4.197098,0.394499,233.855803,37.179088,0.978905,0.0036,12000,F
0.009881,0.405162,0.164156,3.846201,0.011496,0.071507,118.568865,-0.009113,2.370769,-2.682554,5.053323,0.405266,239.938405,41.015714,0.960791,0.003699,12000,F
0.010014,0.397912,0.158334,3.903689,0.00867,-0.067312,120.169562,0.099644,3.024317,-1.768907,4.793224,0.398021,302.004976,39.745976,1.203743,0.003632,12000,F
0.012439,0.404411,0.163548,3.968647,0.014204,-0.011389,149.272432,0.023528,3.15636,-1.832221,4.988581,0.404585,253.739532,32.524569,1.277016,0.003692,12000,F
0.013074,0.401014,0.160813,3.895581,0.012002,0.026008,156.893534,0.051197,2.806527,-1.866615,4.673142,0.401211,214.657196,30.686601,1.126009,0.003661,12000,F
0.01432,0.396286,0.157043,3.482818,0.015126,-0.0239,171.837616,0.009189,2.407484,-1.678875,4.086359,0.396528,168.122694,27.69091,0.954635,0.003618,12000,F
0.012498,0.402826,0.162269,4.105476,0.009979,-0.001152,149.976024,0.067635,3.565519,-1.964204,5.529723,0.403003,285.287142,32.245429,1.436917,0.003677,12000,F
0.010906,0.401308,0.161048,4.093804,0.009652,-0.077298,130.875367,0.073376,3.028661,-2.373006,5.401667,0.401439,277.6988,36.808065,1.215823,0.003663,12000,F
0.010985,0.396388,0.157123,4.113629,0.0098,-0.029133,131.818469,0.134992,2.663655,-1.787235,4.450889,0.396523,242.483886,36.097217,1.056201,0.003619,12000,F
0.012242,0.412414,0.170085,4.791489,0.012686,0.018053,146.905245,0.119239,3.215032,-2.24989,5.464922,0.412578,262.620886,33.701567,1.326452,0.003765,12000,F
0.011304,0.405353,0.164311,3.871498,0.009176,0.026067,135.643064,0.12332,2.6486,-1.61568,4.26428,0.405494,234.314939,35.872994,1.07399,0.0037,12000,F
0.011779,0.395629,0.156523,3.435426,0.007866,-0.030983,141.344817,0.009641,1.843907,-1.727313,3.57122,0.395788,156.545453,33.601921,0.729797,0.003612,12000,F
0.010824,0.403771,0.163031,4.20439,0.010217,-0.039027,129.88835,0.0915,2.851989,-2.175865,5.027854,0.403899,263.486848,37.315065,1.151917,0.003686,12000,F
0.010862,0.399326,0.159461,3.832917,0.015037,0.083976,130.341068,0.047785,2.389394,-1.84073,4.230124,0.399457,219.982292,36.776462,0.95446,0.003645,12000,F
0.00994,0.403638,0.162924,4.187202,0.004861,-0.048716,119.274005,0.137708,2.932917,-1.837695,4.770612,0.403744,295.076879,40.620116,1.184147,0.003685,12000,F
0.011475,0.400562,0.16045,3.903428,0.015007,0.004542,137.694217,0.034204,2.498705,-2.07774,4.576446,0.40071,217.761253,34.921696,1.001255,0.003657,12000,F
0.010138,0.391863,0.153557,3.625657,0.009562,-0.125545,121.655413,0.039256,2.885729,-1.932309,4.818038,0.391978,284.646168,38.664415,1.131142,0.003577,12000,F
0.010043,0.397711,0.158174,3.690485,0.009473,-0.010237,120.519097,0.073588,2.712568,-1.714757,4.427325,0.397821,270.088454,39.61073,1.079116,0.003631,12000,F
0.010087,0.392447,0.154014,3.804593,0.008908,-0.031648,121.048517,0.070107,3.045442,-1.957956,5.003397,0.39256,301.90621,38.915959,1.195518,0.003583,12000,F
0.011663,0.413646,0.171103,4.132231,0.007658,-0.031851,139.956079,0.069179,3.519879,-2.073396,5.593275,0.413793,301.798561,35.479087,1.456501,0.003776,12000,F
0.010045,0.395474,0.1564,3.503243,0.007807,0.050303,120.543792,0.071621,1.891155,-1.549689,3.440844,0.395585,188.262341,39.38006,0.748113,0.00361,12000,F
0.008455,0.405617,0.164525,4.263903,0.009473,0.011504,101.463426,0.055208,2.90483,-2.606268,5.511098,0.405688,343.551992,47.980457,1.178456,0.003703,12000,F
0.006237,0.397272,0.157825,5.580318,0.009235,0.046048,74.842291,0.211314,4.319334,-2.10666,6.425994,0.397304,692.549794,63.702628,1.71609,0.003627,12000,F
0.007243,0.402837,0.162277,3.862322,0.008075,0.002592,86.910712,0.001847,2.513165,-2.179495,4.69266,0.402885,346.99961,55.627432,1.012517,0.003677,12000,F
0.006984,0.401133,0.160908,5.48625,0.009443,-0.014746,83.813572,0.122266,3.976285,-2.409364,6.38565,0.401177,569.304285,57.438522,1.595195,0.003662,12000,F
0.006667,0.404087,0.163286,4.430005,0.004891,-0.113659,80.002842,0.014713,2.997361,-3.043454,6.040816,0.404125,449.588203,60.616564,1.211308,0.003689,12000,F
0.005737,0.404419,0.163554,5.085615,0.004385,0.066515,68.847354,0.102004,3.246332,-2.697252,5.943584,0.404443,565.831246,70.493785,1.312955,0.003692,12000,F
0.006478,0.405653,0.164555,3.612937,0.008164,-0.03656,77.738481,-0.027844,2.525185,-1.709104,4.234289,0.405688,389.79697,62.623514,1.024438,0.003703,12000,F
0.007818,0.419304,0.175816,4.693819,0.005456,-0.085667,93.81882,0.177612,3.169927,-2.301659,5.471586,0.419359,405.453023,53.638581,1.329338,0.003828,12000,F
0.008573,0.40603,0.164861,4.360864,0.007361,0.020617,102.87924,0.095373,3.443831,-2.407817,5.851648,0.406104,401.693944,47.368622,1.398553,0.003707,12000,F
0.009262,0.403102,0.162491,3.799391,0.005695,-0.009674,111.149844,0.076951,2.936666,-2.278095,5.214761,0.403191,317.049364,43.529477,1.184038,0.00368,12000,F
0.010423,0.409318,0.167541,3.95584,0.008938,-0.07944,125.074418,0.050947,2.56672,-2.379374,4.946094,0.409434,246.258527,39.282248,1.050902,0.003737,12000,F
0.010322,0.406108,0.164924,5.333756,0.010276,0.007998,123.862054,0.10168,3.661978,-2.479164,6.141142,0.406222,354.779613,39.355629,1.487577,0.003707,12000,F
0.010589,0.401854,0.161486,4.305209,0.013549,0.025856,127.071065,0.027512,3.444128,-2.114039,5.558167,0.401977,325.247435,37.960794,1.384459,0.003668,12000,F
0.009662,0.408104,0.166549,3.914131,0.00986,0.005412,115.942116,0.052877,2.376838,-2.227873,4.604711,0.408201,246.002575,42.248808,0.970229,0.003725,12000,F
0.00985,0.411918,0.169677,3.922705,0.006974,-0.072332,118.198563,0.03397,2.834138,-1.816214,4.650352,0.412019,287.733215,41.829828,1.167718,0.00376,12000,F
0.009181,0.416964,0.173859,5.941319,0.008551,0.056093,110.167944,0.27438,3.844778,-2.121655,5.966434,0.417048,418.790976,45.426782,1.603457,0.003806,12000,F
0.008977,0.401122,0.160899,3.858646,0.010485,-0.059314,107.724829,0.01376,3.171296,-1.760933,4.932229,0.401206,353.266262,44.692267,1.272341,0.003662,12000,F
0.007998,0.404913,0.163955,3.941027,0.008462,-0.007066,95.975476,0.094249,3.122977,-1.966525,5.089502,0.404976,390.471899,50.634884,1.26473,0.003696,12000,F
0.009061,0.412378,0.170055,4.007477,0.008997,0.049439,108.735231,0.021697,2.944877,-2.179792,5.12467,0.41246,324.996121,45.518999,1.214644,0.003764,12000,F
0.009591,0.424386,0.180103,5.15933,0.007301,-0.049568,115.09446,0.197706,3.351716,-2.27024,5.621957,0.424476,349.457254,44.256847,1.422725,0.003874,12000,F
0.010799,0.402147,0.161722,4.70338,0.011318,0.040248,129.587372,0.105251,3.45353,-1.921717,5.375247,0.402275,319.802459,37.251339,1.38927,0.003671,12000,F
0.011949,0.414674,0.171954,5.330204,0.011348,0.002897,143.386569,0.127179,4.493864,-2.25947,6.753334,0.414829,376.090786,34.716945,1.864183,0.003785,12000,F
0.012928,0.407571,0.166114,3.826761,0.014442,-0.003984,155.138778,0.01928,2.295732,-2.169736,4.465468,0.407759,177.575125,31.54021,0.936106,0.003721,12000,F
0.012407,0.405111,0.164115,3.711421,0.015662,-0.078721,148.888503,0.056571,2.669189,-1.798957,4.468146,0.405284,215.129189,32.664781,1.08178,0.003698,12000,F
0.012838,0.404237,0.163408,3.764041,0.013311,0.010101,154.057623,0.070701,2.595818,-1.749925,4.345743,0.404424,202.195903,31.501799,1.049812,0.00369,12000,F
0.010965,0.397904,0.158328,4.157245,0.010306,-0.049815,131.582471,0.017689,2.478652,-2.077145,4.555797,0.398039,226.047018,36.300179,0.9866,0.003632,12000,F
0.010447,0.40253,0.16203,4.068922,0.008372,0.065087,125.36058,0.118319,3.613897,-1.804134,5.418031,0.402649,345.936232,38.543103,1.455131,0.003675,12000,F
0.009507,0.404172,0.163355,4.275621,0.007569,-0.004163,114.088997,0.091605,3.1034,-2.119394,5.222794,0.404267,326.418847,42.521182,1.254601,0.00369,12000,F
